P16_cam01_P16_cereals	548
P16_cam01_P16_friedegg	6936
P16_cam01_P16_juice	2242
P16_cam01_P16_milk	888
P16_cam01_P16_pancake	8044
P16_cam01_P16_salat	4140
P16_cam01_P16_sandwich	1941
P16_cam01_P16_tea	366
P16_stereo01_P16_cereals	548
P16_stereo01_P16_coffee	574
P16_stereo01_P16_friedegg	6936
P16_stereo01_P16_juice	2242
P16_stereo01_P16_milk	888
P16_stereo01_P16_pancake	8044
P16_stereo01_P16_salat	4140
P16_stereo01_P16_sandwich	1941
P16_stereo01_P16_scrambledegg	5195
P16_stereo01_P16_tea	366
P16_webcam01_P16_cereals	548
P16_webcam01_P16_friedegg	6936
P16_webcam01_P16_juice	2242
P16_webcam01_P16_milk	888
P16_webcam01_P16_pancake	8044
P16_webcam01_P16_salat	4140
P16_webcam01_P16_sandwich	1941
P16_webcam01_P16_scrambledegg	5195
P16_webcam01_P16_tea	366
P16_webcam02_P16_cereals	548
P16_webcam02_P16_coffee	574
P16_webcam02_P16_friedegg	6936
P16_webcam02_P16_juice	2242
P16_webcam02_P16_milk	888
P16_webcam02_P16_pancake	8044
P16_webcam02_P16_salat	4140
P16_webcam02_P16_sandwich	1941
P16_webcam02_P16_scrambledegg	5195
P16_webcam02_P16_tea	366
P17_cam01_P17_cereals	624
P17_cam01_P17_coffee	363
P17_cam01_P17_friedegg	2904
P17_cam01_P17_juice	1357
P17_cam01_P17_milk	1205
P17_cam01_P17_pancake	6003
P17_cam01_P17_salat	3793
P17_cam01_P17_sandwich	759
P17_cam01_P17_tea	707
P17_stereo01_P17_cereals	624
P17_stereo01_P17_coffee	363
P17_stereo01_P17_friedegg	2904
P17_stereo01_P17_juice	1357
P17_stereo01_P17_milk	1205
P17_stereo01_P17_pancake	6003
P17_stereo01_P17_salat	3793
P17_stereo01_P17_tea	707
P17_webcam01_P17_cereals	624
P17_webcam01_P17_coffee	363
P17_webcam01_P17_friedegg	2904
P17_webcam01_P17_juice	1357
P17_webcam01_P17_milk	1205
P17_webcam01_P17_salat	3793
P17_webcam01_P17_scrambledegg	7914
P17_webcam01_P17_tea	707
P17_webcam02_P17_cereals	624
P17_webcam02_P17_coffee	363
P17_webcam02_P17_friedegg	2904
P17_webcam02_P17_juice	1357
P17_webcam02_P17_milk	1205
P17_webcam02_P17_pancake	6003
P17_webcam02_P17_salat	3793
P17_webcam02_P17_scrambledegg	7914
P17_webcam02_P17_tea	707
P18_cam01_P18_cereals	465
P18_cam01_P18_coffee	348
P18_cam01_P18_friedegg	3578
P18_cam01_P18_juice	1536
P18_cam01_P18_milk	804
P18_cam01_P18_pancake	7808
P18_cam01_P18_sandwich	776
P18_cam01_P18_scrambledegg	3598
P18_cam01_P18_tea	468
P18_stereo01_P18_cereals	465
P18_stereo01_P18_coffee	348
P18_stereo01_P18_milk	804
P18_stereo01_P18_tea	468
P18_webcam01_P18_cereals	465
P18_webcam01_P18_coffee	348
P18_webcam01_P18_friedegg	3578
P18_webcam01_P18_juice	1536
P18_webcam01_P18_milk	804
P18_webcam01_P18_pancake	7808
P18_webcam01_P18_salat	3934
P18_webcam01_P18_sandwich	776
P18_webcam01_P18_scrambledegg	3598
P18_webcam01_P18_tea	468
P18_webcam02_P18_cereals	465
P18_webcam02_P18_coffee	348
P18_webcam02_P18_friedegg	3578
P18_webcam02_P18_juice	1536
P18_webcam02_P18_milk	804
P18_webcam02_P18_pancake	7808
P18_webcam02_P18_salat	3934
P18_webcam02_P18_sandwich	776
P18_webcam02_P18_scrambledegg	3598
P18_webcam02_P18_tea	468
P19_cam01_P19_cereals	478
P19_cam01_P19_coffee	963
P19_cam01_P19_friedegg	3876
P19_cam01_P19_juice	1072
P19_cam01_P19_milk	1040
P19_cam01_P19_pancake	3956
P19_cam01_P19_salat	1434
P19_cam01_P19_sandwich	719
P19_cam01_P19_tea	400
P19_stereo01_P19_cereals	478
P19_stereo01_P19_milk	1040
P19_stereo01_P19_sandwich	719
P19_stereo01_P19_tea	400
P19_webcam01_P19_cereals	478
P19_webcam01_P19_coffee	963
P19_webcam01_P19_friedegg	3876
P19_webcam01_P19_juice	1072
P19_webcam01_P19_milk	1040
P19_webcam01_P19_pancake	3956
P19_webcam01_P19_salat	1434
P19_webcam01_P19_sandwich	719
P19_webcam01_P19_scrambledegg	1210
P19_webcam01_P19_tea	400
P19_webcam02_P19_cereals	478
P19_webcam02_P19_friedegg	3876
P19_webcam02_P19_juice	1072
P19_webcam02_P19_milk	1040
P19_webcam02_P19_pancake	3956
P19_webcam02_P19_salat	1434
P19_webcam02_P19_sandwich	719
P19_webcam02_P19_scrambledegg	1210
P19_webcam02_P19_tea	400
P20_cam01_P20_cereals	550
P20_cam01_P20_coffee	693
P20_cam01_P20_friedegg	3518
P20_cam01_P20_juice	916
P20_cam01_P20_milk	1007
P20_cam01_P20_salat	1529
P20_cam01_P20_sandwich	1107
P20_cam01_P20_scrambledegg	3902
P20_cam01_P20_tea	534
P20_cam02_P20_cereals	550
P20_cam02_P20_coffee	693
P20_cam02_P20_milk	1007
P20_cam02_P20_tea	534
P20_stereo01_P20_cereals	550
P20_stereo01_P20_coffee	693
P20_stereo01_P20_juice	916
P20_stereo01_P20_milk	1007
P20_stereo01_P20_pancake	5837
P20_stereo01_P20_scrambledegg	3902
P20_stereo01_P20_tea	534
P20_webcam01_P20_cereals	550
P20_webcam01_P20_coffee	693
P20_webcam01_P20_friedegg	3518
P20_webcam01_P20_juice	916
P20_webcam01_P20_milk	1007
P20_webcam01_P20_pancake	5837
P20_webcam01_P20_salat	1529
P20_webcam01_P20_sandwich	1107
P20_webcam01_P20_scrambledegg	3902
P20_webcam01_P20_tea	534
P20_webcam02_P20_coffee	693
P20_webcam02_P20_friedegg	3518
P20_webcam02_P20_juice	916
P20_webcam02_P20_milk	1007
P20_webcam02_P20_pancake	5837
P20_webcam02_P20_salat	1529
P20_webcam02_P20_sandwich	1107
P20_webcam02_P20_scrambledegg	3902
P20_webcam02_P20_tea	534
P21_cam01_P21_cereals	1274
P21_cam01_P21_coffee	303
P21_cam01_P21_friedegg	1984
P21_cam01_P21_juice	1371
P21_cam01_P21_milk	873
P21_cam01_P21_pancake	5845
P21_cam01_P21_salat	3692
P21_cam01_P21_sandwich	1698
P21_cam01_P21_scrambledegg	5285
P21_cam01_P21_tea	836
P21_cam02_P21_cereals	1274
P21_cam02_P21_coffee	303
P21_cam02_P21_friedegg	1984
P21_cam02_P21_milk	873
P21_cam02_P21_tea	836
P21_stereo01_P21_coffee	303
P21_stereo01_P21_friedegg	1984
P21_stereo01_P21_milk	873
P21_stereo01_P21_sandwich	1698
P21_stereo01_P21_tea	836
P21_webcam01_P21_cereals	1274
P21_webcam01_P21_coffee	303
P21_webcam01_P21_friedegg	1984
P21_webcam01_P21_juice	1371
P21_webcam01_P21_milk	873
P21_webcam01_P21_pancake	5845
P21_webcam01_P21_salat	3692
P21_webcam01_P21_sandwich	1698
P21_webcam01_P21_scrambledegg	5285
P21_webcam01_P21_tea	836
P21_webcam02_P21_cereals	1274
P21_webcam02_P21_coffee	303
P21_webcam02_P21_friedegg	1984
P21_webcam02_P21_juice	1371
P21_webcam02_P21_milk	873
P21_webcam02_P21_pancake	5845
P21_webcam02_P21_salat	3692
P21_webcam02_P21_sandwich	1698
P21_webcam02_P21_scrambledegg	5285
P21_webcam02_P21_tea	836
P22_cam01_P22_cereals	901
P22_cam01_P22_coffee	299
P22_cam01_P22_friedegg	2815
P22_cam01_P22_juice	1206
P22_cam01_P22_milk	929
P22_cam01_P22_pancake	4795
P22_cam01_P22_salat	3382
P22_cam01_P22_sandwich	1492
P22_cam01_P22_scrambledegg	2295
P22_cam01_P22_tea	448
P22_cam02_P22_cereals	901
P22_cam02_P22_coffee	299
P22_cam02_P22_friedegg	2815
P22_cam02_P22_juice	1206
P22_cam02_P22_milk	929
P22_cam02_P22_scrambledegg	2295
P22_cam02_P22_tea	448
P22_stereo01_P22_cereals	901
P22_stereo01_P22_coffee	299
P22_stereo01_P22_friedegg	2815
P22_stereo01_P22_milk	929
P22_stereo01_P22_tea	448
P22_webcam01_P22_cereals	901
P22_webcam01_P22_coffee	299
P22_webcam01_P22_juice	1206
P22_webcam01_P22_milk	929
P22_webcam01_P22_pancake	4795
P22_webcam01_P22_salat	3382
P22_webcam01_P22_sandwich	1492
P22_webcam01_P22_scrambledegg	2295
P22_webcam01_P22_tea	448
P22_webcam02_P22_cereals	901
P22_webcam02_P22_coffee	299
P22_webcam02_P22_friedegg	2815
P22_webcam02_P22_juice	1206
P22_webcam02_P22_milk	929
P22_webcam02_P22_pancake	4795
P22_webcam02_P22_salat	3382
P22_webcam02_P22_sandwich	1492
P22_webcam02_P22_scrambledegg	2295
P22_webcam02_P22_tea	448
P23_cam01_P23_cereals	1042
P23_cam01_P23_coffee	808
P23_cam01_P23_juice	1711
P23_cam01_P23_milk	1250
P23_cam01_P23_pancake	4553
P23_cam01_P23_salat	3140
P23_cam01_P23_sandwich	1487
P23_cam01_P23_tea	717
P23_cam02_P23_cereals	1042
P23_cam02_P23_coffee	808
P23_cam02_P23_friedegg	2515
P23_cam02_P23_juice	1711
P23_cam02_P23_milk	1250
P23_cam02_P23_pancake	4553
P23_cam02_P23_sandwich	1487
P23_cam02_P23_scrambledegg	2453
P23_cam02_P23_tea	717
P23_stereo01_P23_cereals	1042
P23_stereo01_P23_coffee	808
P23_stereo01_P23_friedegg	2515
P23_stereo01_P23_juice	1711
P23_stereo01_P23_milk	1250
P23_stereo01_P23_sandwich	1487
P23_stereo01_P23_tea	717
P23_webcam01_P23_cereals	1042
